name,class_name,volume,surface_area,eccentricity,compactness,rectangularity,diameter,aabb_volume,convexivity,ch_volume,ch_surface_area,ch_eccentricity,ch_compactness,ch_rectangularity,ch_diameter,ch_aabb_volume,ch_convexivity
Insect/D00309.obj,Insect,-0.3787452481697427,-0.3051887831803987,-0.30775551115338207,-0.08175111083329784,0.17780100645978647,0.007572707123059727,0.06695908180910927,-0.5941458904186037,0.1146137194312393,0.11391409583488087,-0.30775551115338207,0.7087641122701549,0.21636706835927796,-0.026887484829360948,0.06695908180910927,0.3980561091833626
Insect/D00136.obj,Insect,-0.33998537328795175,-0.3018968844062342,0.1584723212865152,0.13449986385289076,-0.06181585856536251,0.09175538124024371,-0.023577993692047015,-0.4197457368727603,-0.020495930120253573,0.00029171366752805283,0.1584723212865152,0.5370080474440309,-0.2510337838118976,0.11099601806121279,-0.023577993692047015,0.4682892034944377
Insect/D00081.obj,Insect,-0.6354314175694823,-0.6251371198069369,0.405980225359907,-1.1824507524617487,1.066306880568525,-0.0522348162011681,-0.03287491229581596,-0.7004621668411156,-0.10714500295560449,-0.06632991418565475,0.405980225359907,0.025636570714811593,0.9140778297144576,-0.11829889297788194,-0.03287491229581596,0.3252413613871343
Insect/D00732.obj,Insect,-0.5999569183567769,-0.5855736503683567,-0.699797017237987,-0.7371260102924844,1.2256679236469963,-0.05364094943212611,0.05275639475190445,-0.7062932195513733,-0.025756181157769186,0.0017779654231514037,-0.699797017237987,0.4404895696712292,1.7454818671860066,0.024222448274056754,0.05275639475190445,0.2670339546307841
Insect/D00109.obj,Insect,-0.5016801920288264,-0.23057688091177578,-0.6453908267315105,-1.103967279481914,0.41045549935885645,0.0064177735256150635,0.048289840289511804,-0.6482845958201678,0.022106591179968015,0.04812656430373076,-0.6453908267315105,0.47882435625355885,0.8557686524695509,-0.08006483000187212,0.048289840289511804,0.330290681079611
Insect/D00294.obj,Insect,-0.2761753719963551,1.203516789605977,0.398483172433944,-1.88960762599888,-0.10931313209304298,0.026919635621644386,-0.031023530119297923,-0.3282831107029181,-0.08703091210098662,-0.004062379572309821,0.398483172433944,-0.4268493330287423,0.5273439464003423,0.006486612742993462,-0.031023530119297923,0.3619398576989478
Insect/D00082.obj,Insect,-0.03777134008645813,-0.07712230359856548,-0.1973603910659339,0.514141784412544,-0.08226110580349295,0.05159274706402961,0.05088410745758855,-0.3856608174525189,0.09280865068618224,0.10426383784132343,-0.1973603910659339,0.6031957666194024,0.14079756063113993,-0.08439223339287769,0.05088410745758855,0.407948239156084
Insect/D00333.obj,Insect,-0.61004176379596,-0.7154712993253746,0.6227624646217772,0.22372148055240831,0.26096193969223763,-0.10358258460919066,-0.07189470551479091,-0.6188081548501885,-0.15617449386205856,-0.057131435948393774,0.6227624646217772,-1.1492829555773851,0.4970912614056283,-0.10707562639378519,-0.07189470551479091,0.3651630111360364
Insect/D00695.obj,Insect,-0.6468192408895806,-0.7538540387676479,0.5474035216567799,-0.4594567024972331,0.8642919428330146,-0.0070034314052247965,-0.06556269314035103,-0.6907436960260034,-0.127080099205689,-0.05321063104070395,0.5474035216567799,-0.5672617462424995,0.023626742573007772,0.15580081868250964,-0.06556269314035103,0.42429713740483
Insect/D00291.obj,Insect,-0.5934221054256095,-0.6520083018158663,0.6386421880569729,-0.11449786231641129,0.01705227565116946,-0.06635511703611754,-0.09116233363032175,-0.5078218156271066,-0.18500166509823113,-0.15710090305293647,0.6386421880569729,-0.542539574188683,0.2863903383885758,-0.1090099111210459,-0.09116233363032175,0.3893087943025582
