name,class_name,volume,surface_area,eccentricity,compactness,rectangularity,diameter,aabb_volume,convexivity,ch_volume,ch_surface_area,ch_eccentricity,ch_compactness,ch_rectangularity,ch_diameter,ch_aabb_volume,ch_convexivity
Insect/D00309.obj,Insect,0.049835973863627224,1.2351951599121094,0.8552174623747134,0.5302050291923452,10.08407628844698,0.6536597364091952,0.5025497623498667,0.0991662470012915,0.2000430030720115,2.034351110458374,0.8552174623747134,0.8130934412954485,2.512208648302279,0.6661161312848218,0.5025497623498667,0.39805610918336265
Insect/D00136.obj,Insect,0.056090026580035736,1.2415454387664795,0.9181036851395752,0.570749145073391,4.849133023020391,0.7487637576335809,0.2719880001513428,0.2062224309485178,0.1273690439509173,1.5560330152511597,0.9181036851395752,0.7867581365501807,2.1354325330113615,0.81255637656684,0.2719880001513428,0.4682892034944377
Insect/D00081.obj,Insect,0.008418687561882614,0.6179947853088379,0.9514883012191607,0.3238388202762026,29.495388766261634,0.5860931494926571,0.24831246253941902,0.0339036046591748,0.08076148336571244,1.275574803352356,0.9514883012191607,0.708349704851801,3.0746396944566388,0.5690319352046885,0.24831246253941902,0.32524136138713433
Insect/D00732.obj,Insect,0.014142632462145442,0.6943151950836182,0.8023377161019797,0.407331151246772,32.97697183074018,0.5845045931056838,0.4663811923166819,0.030324191230555284,0.12453961414974384,1.5622897148132324,0.8023377161019797,0.7719589879537727,3.7448421171107444,0.7203978327437112,0.4663811923166819,0.2670339546307841
Insect/D00109.obj,Insect,0.02999995473487036,1.3791261911392212,0.8096761879346729,0.33855340377280396,15.166911633302178,0.6523549687653064,0.455006662466844,0.06593300100755434,0.1502844604419346,1.7574042081832886,0.8096761879346729,0.777836849023846,3.027636131698692,0.6096387187789241,0.455006662466844,0.33029068107961107
Insect/D00294.obj,Insect,0.06638601213542825,4.145582675933838,0.9504770760035515,0.19125652663163836,3.8114534249931027,0.6755166175055927,0.2530271933252117,0.26236710474871133,0.09158062634609128,1.537703514099121,0.9504770760035515,0.6389701800001585,2.76288996287271,0.7015613508513731,0.2530271933252117,0.3619398576989478
Insect/D00082.obj,Insect,0.10485340626185478,1.67514967918396,0.870107890682354,0.641926840539549,4.40246283839879,0.7033906680616708,0.4616132245473467,0.22714558571122606,0.1883143021252521,1.9937262535095215,0.870107890682354,0.7969066792327474,2.4512913747800065,0.6050427663935541,0.4616132245473467,0.407948239156084
Insect/D00333.obj,Insect,0.01251540442784871,0.4437344968318939,0.980728546526577,0.587476984436006,11.900904863205767,0.5280838345390402,0.1489446374203717,0.08402722410559867,0.054389072292988096,1.3142977952957153,0.980728546526577,0.5281996542122824,2.7385029959331337,0.5809516926592474,0.1489446374203717,0.3651630111360364
Insect/D00695.obj,Insect,0.0065812191080693375,0.36969178915023804,0.9705639039529653,0.4593903690523667,25.08194008140764,0.6371925784993161,0.16506974333121016,0.039869324173263006,0.0700386195675825,1.3308032751083374,0.9705639039529653,0.617440787744076,2.356838903312894,0.8601416630967428,0.16506974333121016,0.42429713740483005
Insect/D00291.obj,Insect,0.015197049296256215,0.5661585927009583,0.9828704517409528,0.5240654587752138,6.572176215452867,0.570140966880444,0.09987768592991983,0.1521566018952359,0.03888326148710667,0.8934546113014221,0.9828704517409528,0.6212314308032384,2.5686550487293447,0.5788973705397251,0.09987768592991983,0.3893087943025582
