name,class_name,volume,surface_area,eccentricity,compactness,rectangularity,diameter,aabb_volume,convexivity,ch_volume,ch_surface_area,ch_eccentricity,ch_compactness,ch_rectangularity,ch_diameter,ch_aabb_volume
Insect/D00309.obj,Insect,-0.02352553642238755,-0.023069796778838608,-0.08145663214119887,0.290170786737172,-0.05080881094587602,-0.024006767914890557,-0.026790500775711396,-0.04326054149682343,-0.023299908673219846,-0.02322033508166384,-0.04212368063985353,-0.0465244629544744,-0.5594383747387839,-0.024006767914890557,-0.026790500775711396
Insect/D00136.obj,Insect,-0.02348402108763041,-0.022156521528446937,-0.08539420025563267,-0.26407275936120816,-0.0502590141909798,-0.02731864178834011,-0.026912892141781015,-0.04284899650412494,-0.023362235137513388,-0.023774980324744475,-0.042090269281266794,-0.04560815292742256,-0.16701211196069282,-0.02731864178834011,-0.026912892141781015
Insect/D00081.obj,Insect,-0.023538216896341554,-0.024344559943187096,-0.0859829214254339,-0.17620384809710357,-0.05073560354222582,-0.035558097782740564,-0.02692849638629554,-0.04313878428827855,-0.023402205605862352,-0.02410020128552322,-0.04116079678774486,-0.04200262632958051,-0.9968602355393373,-0.035558097782740564,-0.02692849638629554
Insect/D00732.obj,Insect,-0.023504555992682787,-0.024091616431946395,-0.08548415161404987,-0.6038141884550665,-0.05068388679700357,-0.03224119561990896,-0.02680528781177737,-0.04298877324191787,-0.023365175477170264,-0.023772911032206648,-0.04192796084232042,-0.04502637101860056,-1.4048416752884016,-0.03224119561990896,-0.02680528781177737
Insect/D00109.obj,Insect,-0.02352946874848999,-0.02169052282502354,-0.08830981922861993,2.7983780109122893,-0.050819830004285145,-0.03551685093335169,-0.026803679457149773,-0.0432235919658322,-0.023343250504929046,-0.023544923401933017,-0.04259800685988464,-0.04521554328625502,-1.0854344908549978,-0.03551685093335169,-0.026803679457149773
Insect/D00294.obj,Insect,-0.023428248727776532,-0.019033388366310737,-0.05754720328529797,0.10933422787551135,-0.04963273441551317,-0.03469566402543911,-0.026924437860889962,-0.04205505734714981,-0.023392222364888034,-0.023785673594457192,-0.03846022751915234,-0.03716869649834782,-0.7745355047877168,-0.03469566402543911,-0.026924437860889962
Insect/D00082.obj,Insect,-0.023485523306339025,-0.020655019968888882,-0.08337234932233623,0.48642653989746565,-0.05054074646059948,-0.024593916186076578,-0.026827391401204326,-0.04304817531450926,-0.023310234416673827,-0.023269429240156472,-0.04223088032419251,-0.045968896094858734,-0.3443230349166202,-0.024593916186076578,-0.026827391401204326
Insect/D00333.obj,Insect,-0.023550225651984485,-0.02497222848738773,-0.06930861577641131,-0.036273541143463706,-0.0507618493316807,-0.03270507890241235,-0.026982189733778073,-0.04319910175620966,-0.0234248695793036,-0.02405231238407002,-0.04064541873431413,-0.022905757132518714,-0.7419382551476645,-0.03270507890241235,-0.026982189733778073
Insect/D00695.obj,Insect,-0.023557621657258533,-0.025209910778990173,-0.07378101936939942,1.1908177159337396,-0.05090340159185059,-0.0235851210629878,-0.026972478810426324,-0.043354906994794586,-0.023410375604246317,-0.024020613998967776,-0.04091941730620357,-0.03527367349429846,-0.35941961666562766,-0.0235851210629878,-0.026972478810426324
Insect/D00291.obj,Insect,-0.023547796459335937,-0.024537915406064027,-0.06040173612751841,0.3420460805618226,-0.0505700597505187,-0.035513390061678515,-0.02700941809759285,-0.04304322436258863,-0.023438118429557897,-0.024543283927219117,-0.026427201450416955,-0.035565493821152074,-0.5429589106435624,-0.035513390061678515,-0.02700941809759285
